id,version,titulo,descricao,tipo,modulos,criadoPor,dataPublicacao,createdAt
210022,140,Excluir Solicitação HE + Fix Filtro Mês,"Botão Excluir para solicitações de HE (Admin Master only) com confirmação inline na listagem e FullScreenDialog. Opção ""Todos os meses"" no filtro para evitar solicitações desaparecendo. Mês padrão corrigido para mês atual. Verificação de permissão backend+frontend. Toast de sucesso/erro. Invalidação automática de queries.",feature,Solicitação HE,Manus AI,2026-03-01 01:27:04,2026-03-01 01:27:04
210023,141,Bug Fix: Admin Master não consegue excluir HE,"Correção: endpoint de exclusão de HE comparava role com ""admin"" ao invés de ""admin_master"", impedindo o Admin Master de excluir solicitações. Corrigido para ctx.user.role !== ""admin_master"".",bugfix,Solicitação HE,Manus AI,2026-03-01 01:33:34,2026-03-01 01:33:34
240001,142,Sprint 2 - Módulos Terceiros e Parceiros,"Novos módulos independentes na tela principal: Terceiros (cadastro empresas terceiras, funcionários terceiros, obrigações mensais, painel) e Parceiros (cadastro conveniados, lançamentos, guia de descontos, pagamentos). Cada módulo com sidebar própria, cor e ícone distintos. 9 novas páginas, 7 novas tabelas no banco, 2 novos routers tRPC.",feature,"Terceiros, Parceiros",Sistema,2026-03-01 12:36:12,2026-03-01 12:36:12
270001,143,Dialog Cálculos da Rescisão Fullscreen,Dialog de cálculos da rescisão agora abre em tela cheia (fullscreen) para melhor visualização dos dados e tabelas de cálculo.,melhoria,RH & DP,Sistema,2026-03-03 08:47:18,2026-03-03 08:47:18
270002,144,Correção Edição de Convenção Coletiva Matriz,Corrigido erro ao editar Convenção Coletiva Matriz que impedia salvar as alterações corretamente.,bugfix,Sindical,Sistema,2026-03-03 08:47:18,2026-03-03 08:47:18
270003,145,Melhoria Dialog Cálculos da Rescisão,"Melhorias visuais e funcionais no dialog de cálculos da rescisão: layout aprimorado, campos reorganizados e melhor responsividade.",melhoria,RH & DP,Sistema,2026-03-03 08:47:18,2026-03-03 08:47:18
270004,146,Correção Persistente ao Salvar Convenção Coletiva,Corrigido erro persistente que impedia salvar a Convenção Coletiva. Ajuste na validação de campos e tratamento de dados.,bugfix,Sindical,Sistema,2026-03-03 08:47:18,2026-03-03 08:47:18
270005,147,Aumentar Tamanho do Dialog Cálculos da Rescisão,Aumentado o tamanho do dialog de cálculos da rescisão para comportar melhor todas as informações e tabelas comparativas.,melhoria,RH & DP,Sistema,2026-03-03 08:47:18,2026-03-03 08:47:18
270006,148,Comparativo de Custos: Aviso Trabalhado vs Indenizado,Nova funcionalidade de comparativo de custos entre Aviso Prévio Trabalhado e Indenizado. Tabela detalhada com todos os encargos e projeção financeira para tomada de decisão.,feature,RH & DP,Sistema,2026-03-03 08:47:18,2026-03-03 08:47:18
270007,149,Dialog Cálculos da Rescisão Fullscreen Aprimorado,Aprimoramento final do dialog de cálculos da rescisão em fullscreen com melhor organização visual e navegação entre seções.,melhoria,RH & DP,Sistema,2026-03-03 08:47:18,2026-03-03 08:47:18
270008,150,Correção Permissões de Módulos na Sidebar,Corrigido problema onde módulos apareciam na sidebar mesmo sem permissão de acesso. Agora o sidebar respeita corretamente as permissões do grupo do usuário.,bugfix,Sistema,Sistema,2026-03-03 08:47:19,2026-03-03 08:47:19
270009,151,Melhoria Dialog Cálculos da Rescisão - Versão Final,"Versão final do dialog de cálculos da rescisão com todas as melhorias solicitadas: layout fullscreen, tabelas comparativas, campos reorganizados e impressão otimizada.",melhoria,RH & DP,Sistema,2026-03-03 08:47:19,2026-03-03 08:47:19
270010,152,Sistema de Grupos de Usuários com Permissões Granulares,"Novo sistema completo de grupos de usuários com permissões granulares por módulo e funcionalidade. Perfil Campo/Obra com restrições específicas. Controle de acesso por Ver, Criar, Editar, Excluir em cada seção do sistema. Suporte a visualização somente leitura e ocultação de dados sensíveis.",feature,"Admin, Sistema",Sistema,2026-03-03 08:47:19,2026-03-03 08:47:19
270011,153,Correção de Bugs de Permissões de Grupo,"Corrigidos diversos bugs no sistema de permissões de grupo: checkboxes que não salvavam corretamente, permissões que não eram aplicadas ao navegar entre módulos, e inconsistências na exibição de itens restritos.",bugfix,"Admin, Sistema",Sistema,2026-03-03 08:47:19,2026-03-03 08:47:19
270012,154,Correção Sidebar Seletor de Módulos,"Corrigido o seletor de módulos na sidebar que não funcionava corretamente em alguns cenários. Melhorada a navegação entre módulos RH & DP, SST, Jurídico e Avaliação.",bugfix,Sistema,Sistema,2026-03-03 08:47:19,2026-03-03 08:47:19
270013,155,Ocultar Quadro de Pessoal para TST,"Implementada regra para ocultar o Quadro de Pessoal na sidebar para usuários do grupo TST (Técnico de Segurança do Trabalho). Mantém visível apenas Ativos, Férias, Afastados, Licença e Desligados.",feature,"Sistema, SST",Sistema,2026-03-03 08:47:19,2026-03-03 08:47:19
270014,156,Atalhos Sidebar Operacional,Adicionados atalhos diretos na seção Operacional do sidebar: 'Lançar Atestados' e 'Advertências' para acesso rápido às funcionalidades mais utilizadas pelo RH.,feature,RH & DP,Sistema,2026-03-03 08:47:19,2026-03-03 08:47:19
270015,157,Correção Bug Checkboxes Permissões,Corrigido bug onde desmarcar o checkbox 'Ver' fazia o item sumir da lista de permissões do grupo. Agora todas as rotas de cada seção são sempre exibidas independente do estado do checkbox.,bugfix,Admin,Sistema,2026-03-03 08:47:19,2026-03-03 08:47:19
270016,158,Correção Atalhos Sidebar (Advertências e Atestados),Corrigidos os atalhos 'Advertências' e 'Lançar Atestados' no sidebar para abrir diretamente nas abas corretas dentro da página de Controle de Documentos.,bugfix,RH & DP,Sistema,2026-03-03 08:47:19,2026-03-03 08:47:19
270017,159,Permissões: Atalhos Sidebar Respeitam Permissões do Grupo,Garantido que os atalhos Advertências e Lançar Atestados no sidebar estejam mapeados no sistema de permissões. O sidebar agora oculta corretamente itens que o usuário não tem permissão de ver (canView).,feature,"Admin, Sistema",Sistema,2026-03-03 08:47:19,2026-03-03 08:47:19
270018,160,Correção Drag-and-Drop na Tela de Configurações,Corrigido bug onde arrastar item no Painel de Controle ficava cinza e travava a tela. Agora é possível arrastar itens entre seções diferentes e reordenar dentro da mesma seção de forma fluida.,bugfix,Configurações,Sistema,2026-03-03 08:47:19,2026-03-03 08:47:19
270019,161,Atualizar Fases do Processo Trabalhista (Jurídico),"Atualizadas as fases do processo trabalhista para: Conhecimento, Instrução, Decisória (Sentença), Recursal (Opcional), Execução (Cumprimento de Sentença) e Encerrado. Schema, frontend, validação Zod e integração DataJud atualizados.",feature,Jurídico,Sistema,2026-03-03 08:47:19,2026-03-03 08:47:19
270020,162,Correção Atalhos Atestados e Sidebar,Lançar Atestados agora abre a aba Atestados sem abrir formulário automaticamente. Sidebar não colapsa mais seções ao clicar nos atalhos. Suporte a re-clique no atalho quando já está na mesma página.,bugfix,"RH & DP, Sistema",Sistema,2026-03-03 08:47:19,2026-03-03 08:47:19
270021,163,Reimplementar Drag-and-Drop com @dnd-kit,"Reimplementação completa do drag-and-drop no Painel de Controle usando a biblioteca @dnd-kit para maior confiabilidade. Suporte a arrastar entre seções, reordenar dentro da mesma seção, auto-expandir seções durante arraste e overlay visual com feedback.",feature,Configurações,Sistema,2026-03-03 08:47:19,2026-03-03 08:47:19
270022,164,Correção Definitiva: Atalho Lançar Atestados,"Correção definitiva dos atalhos 'Lançar Atestados' e 'Advertências' no sidebar. Funciona mesmo quando já está na página de Controle de Documentos, usando setTimeout + evento navParamsUpdated.",bugfix,RH & DP,Sistema,2026-03-03 08:47:19,2026-03-03 08:47:19
270023,165,Sincronizar Painel de Controle com Sidebar,"Painel de Controle agora tem exatamente os mesmos itens do sidebar. Adicionados todos os itens faltantes: Efetivo por Obra, Convenções Coletivas, Dashboards extras, IA, Admin completo e Ajuda. Corrigido path de Crachás e atualizados todos os ícones.",feature,"Configurações, Sistema",Sistema,2026-03-03 08:47:19,2026-03-03 08:47:19
270024,166,Sidebar Lê Configuração Salva do Menu,"O sidebar agora lê a configuração salva do menu diretamente do banco de dados. Quando o admin reorganiza, renomeia ou oculta itens no Painel de Controle e salva, o sidebar atualiza imediatamente sem precisar recarregar a página. Suporte a labels customizados, itens ocultos e itens novos do código.",feature,"Sistema, Configurações",Sistema,2026-03-03 08:47:19,2026-03-03 08:47:19
270025,167,Módulo Completo de Gestão de Competências (Ponto e Folha),"Novo módulo de Gestão de Competências com pipeline visual de 7 etapas: Abrir Competência, Processar Ponto, Aferir Escuro, Gerar Vale, Simular Pagamento, Consolidar e Travar. Sistema de status por dia (Registrado / Fechado no Escuro / Aferido). Geração automática de vale (40% salário + HE) com bloqueio por faltas. Simulação e consolidação de pagamento com todos os descontos (VR/VT por falta, acertos do escuro). 9 critérios configuráveis por empresa. Contracheque individual com logo FC. Eventos financeiros para futuro módulo financeiro. Relatório de divergências automático. Dashboard de custo por obra. 14 procedures tRPC no backend e 9 views no frontend.",feature,"RH & DP, Folha de Pagamento",Sistema,2026-03-03 08:47:19,2026-03-03 08:47:19
300001,168,Atualizar Controle de Revisões,"Adicionadas revisões 143 a 167 no Controle de Revisões do sistema, cobrindo todo o histórico de atualizações.",melhoria,Sistema,Sistema,2026-03-03 06:00:00,2026-03-05 02:03:36
300002,169,Refazer Gestão de Competências como Wizard + Relatórios,Gestão de Competências refeita como wizard passo a passo fullscreen. Cada passo ocupa tela inteira com barra de progresso no topo. Sistema mostra automaticamente o passo atual e avança sozinho. Detecção automática de inconsistências em batidas de ponto. Relatório de divergências automático.,feature,"RH & DP,Folha de Pagamento",Sistema,2026-03-03 07:00:00,2026-03-05 02:03:37
300003,170,Importação DIXI Ponto Eletrônico,Módulo completo de importação de arquivos DIXI do ponto eletrônico. Suporte a múltiplos relógios e obras. Parser robusto com detecção automática de formato. Visualização de batidas importadas com status por funcionário.,feature,"RH & DP,Ponto Eletrônico",Sistema,2026-03-03 08:00:00,2026-03-05 02:03:37
300004,171,Módulo Completo de Férias,"Módulo de gestão de férias com cálculo automático de período aquisitivo e concessivo. Controle de saldo de dias, programação de férias, abono pecuniário. Alertas de vencimento de período concessivo. Integração com folha de pagamento.",feature,"RH & DP,Férias",Sistema,2026-03-03 09:00:00,2026-03-05 02:03:37
300005,172,Módulo de Aviso Prévio e Rescisão,Gestão completa de avisos prévios com cálculo automático de datas e valores. Suporte a aviso trabalhado e indenizado. Previsão de rescisão com estimativa de valores. Notificações automáticas por email para DP e gestores.,feature,"RH & DP,Aviso Prévio",Sistema,2026-03-03 10:00:00,2026-03-05 02:03:37
300006,173,Módulo de Convenções Coletivas,"Cadastro e gestão de convenções coletivas com vigência, pisos salariais e benefícios. Comparativo entre convenções via IA. Vinculação de convenção por empresa/obra. Alertas de vencimento de convenção.",feature,"RH & DP,Convenções Coletivas",Sistema,2026-03-03 11:00:00,2026-03-05 02:03:37
300007,174,Módulo de Horas Extras e Solicitações,"Sistema de solicitação e aprovação de horas extras. Cálculo automático de adicional (50%, 100%). Integração com ponto eletrônico para detecção automática de HE. Relatório consolidado por obra e período.",feature,"RH & DP,Horas Extras",Sistema,2026-03-03 12:00:00,2026-03-05 02:03:37
300008,175,Módulo de Controle de Documentos,Gestão centralizada de documentos trabalhistas com controle de validade. Upload e armazenamento em S3. Alertas automáticos de documentos vencidos ou próximos do vencimento. Categorização por tipo de documento.,feature,"RH & DP,Documentos",Sistema,2026-03-03 13:00:00,2026-03-05 02:03:37
300009,176,Módulo Jurídico - Processos Trabalhistas,"Gestão completa de processos trabalhistas com análise de risco via IA. Controle de audiências, prazos e provisões. Dashboard jurídico com indicadores de risco. Upload de documentos processuais.",feature,Jurídico,Sistema,2026-03-03 14:00:00,2026-03-05 02:03:37
300010,177,CIPA - Comissão Interna de Prevenção de Acidentes,"Módulo completo de CIPA com gestão de mandatos, eleições, atas de reunião e plano de ação. Controle de membros titulares e suplentes. Calendário de reuniões obrigatórias. Documentação conforme NR-5.",feature,"SST,CIPA",Sistema,2026-03-03 15:00:00,2026-03-05 02:03:37
300011,178,Módulo de Terceiros e Conformidade,Gestão de empresas terceiras com controle de documentação obrigatória. Painel de conformidade com status por empresa. Alertas automáticos de pendências. Obrigações mensais com checklist de entrega.,feature,"SST,Terceiros",Sistema,2026-03-03 16:00:00,2026-03-05 02:03:37
300012,179,Avaliação de Desempenho e Pesquisas,Módulo de avaliação de desempenho com pilares e critérios configuráveis. Pesquisas customizadas e clima organizacional. Avaliação 360° com participantes internos e externos. Relatórios individuais e consolidados.,feature,"RH & DP,Avaliação de Desempenho",Sistema,2026-03-03 17:00:00,2026-03-05 02:03:37
300013,180,Correção de Erros TypeScript + Filtro de Permissões,Correção de 27 erros TypeScript que bloqueavam publicação em 12 arquivos. Melhoria no filtro de permissões na Home (ModuleHub) e sidebar (DashboardLayout) para respeitar grupos de usuários.,bugfix,Sistema,Sistema,2026-03-03 18:00:00,2026-03-05 02:03:37
300014,181,Filtros na Tela de Processos Trabalhistas,Adicionados filtros funcionais por Status e por Arquivo (com/sem anexo) na tela de Processos Trabalhistas. Botão Salvar na seção de Análise IA dos Processos.,melhoria,Jurídico,Sistema,2026-03-03 19:00:00,2026-03-05 02:03:37
300015,182,Otimização de Performance do Sistema,Implementação de code splitting e lazy loading em todas as rotas. Configuração de manual chunks no Vite para melhor caching de assets. Redução significativa do bundle inicial.,performance,Sistema,Sistema,2026-03-03 20:00:00,2026-03-05 02:03:37
300016,183,Reestruturação Estoque de EPI,Criação de schema de estoque central (epi_estoque_central) e estoque por obra (epi_estoque_obra). Sistema de transferências do escritório para obra. Ajuste na entrega de EPI para descontar do estoque correto. Entrada direta de EPIs em obra.,feature,"SST,EPIs",Sistema,2026-03-04 06:00:00,2026-03-05 02:03:37
300017,184,Validade de EPIs + Estoque Mínimo + Checklists,Controle de validade de EPIs com alertas de vencimento. Configuração de estoque mínimo por EPI/obra com alertas automáticos. Checklists de inspeção de EPIs com templates configuráveis.,feature,"SST,EPIs",Sistema,2026-03-04 07:00:00,2026-03-05 02:03:37
300018,185,Relatório de Custos de EPI + Dashboard EPIs,"Relatório detalhado de custos de EPI por obra, funcionário e período. Dashboard de EPIs com indicadores visuais: entregas, estoque, validade, custos. Gráficos interativos com drill-down.",feature,"SST,EPIs",Sistema,2026-03-04 08:00:00,2026-03-05 02:03:37
300019,186,IA para Gestão de EPIs,Assistente de IA para EPIs com sugestão automática de kits por função. Matching inteligente de EPIs do catálogo com entregas. Análise preditiva de consumo. Recomendações de compra baseadas em histórico.,feature,"SST,EPIs",Sistema,2026-03-04 09:00:00,2026-03-05 02:03:37
300020,187,Capacidade de Contratação por EPI,Análise de capacidade de contratação baseada no estoque de EPIs. Cálculo automático de quantos funcionários podem ser contratados por função. Alertas quando estoque está abaixo do necessário para novas contratações.,feature,"SST,EPIs",Sistema,2026-03-04 10:00:00,2026-03-05 02:03:37
300021,188,Correção EpiCapacidade + Alertas Automáticos,Correção de crash do EpiCapacidade em mobile/produção com null checks e loading states. Card 'Cap. Contratação' no dashboard principal de EPIs. Alertas automáticos por email quando capacidade abaixo do limiar configurável.,bugfix,"SST,EPIs",Sistema,2026-03-04 11:00:00,2026-03-05 02:03:37
300022,189,Kit Básico Automático + Desconto EPI em Folha,Kit básico de contratação configurado automaticamente para cada empresa (EPIs padrão construção civil). Seed automático do kit ao acessar Capacidade. Emails de responsáveis de compras nos alertas. Desconto automático de EPI por mau uso/perda integrado à folha de pagamento.,feature,"SST,EPIs,RH & DP",Sistema,2026-03-04 12:00:00,2026-03-05 02:03:37
300023,190,IA Assistente nos Campos de Configuração de EPIs,"Rotas de IA para sugestão de kits por função, cores de capacete (NR-6/NR-18), vida útil de EPIs e treinamentos obrigatórios (NR-6/10/18/33/35). Consulta automática de Regras de Ouro, funções e catálogo como contexto para a IA.",feature,"SST,EPIs",Sistema,2026-03-04 13:00:00,2026-03-05 02:03:37
300024,191,Card Capacidade no Painel SST,Card de Capacidade de Contratação adicionado ao Painel SST (painel inicial do módulo). Correção do filtro por obra na Capacidade.,melhoria,"SST,EPIs",Sistema,2026-03-04 14:00:00,2026-03-05 02:03:37
300025,192,Formatação pt-BR em Todos os Módulos + Fix Aniversariantes,"Função utilitária fmtNum() centralizada para formatação de números com separador de milhar pt-BR. Aplicada em 27 arquivos (110+ valores numéricos) — KPI cards, stats e contadores de todos os módulos. Correção do bug de aniversariantes que mostrava dia errado por usar UTC ao invés de GMT-3 (America/Sao_Paulo).",bugfix,"Sistema,RH & DP,SST,Jurídico",Sistema,2026-03-05 00:00:00,2026-03-05 02:03:37
300026,193,Remover Seção Administração da Sidebar,"Removida seção ADMINISTRAÇÃO completa da sidebar de todos os módulos (Usuários/Permissões, Grupos, Auditoria, Configurações, Revisões, Lixeira). Itens continuam acessíveis pela Home e rota direta. Também removida seção Administração do módulo Avaliação de Desempenho.",melhoria,Sistema,Sistema,2026-03-05 01:00:00,2026-03-05 02:03:37
300027,194,Atalhos EPI na Sidebar SST,"Adicionados 4 atalhos de EPI à sidebar do módulo SST: Checklists EPI, Descontos EPI, Transferências EPI e Config EPI. Implementado suporte a navegação direta via ?tab= com listener navParamsUpdated para trocar aba sem recarregar a página.",melhoria,"SST,EPIs",Sistema,2026-03-05 02:00:00,2026-03-05 02:03:37
300028,195,Controle de Revisões Atualizado,Inseridas 27 novas revisões (168 a 194) no banco de dados do Controle de Revisões. Histórico completo e atualizado.,melhoria,Sistema,Sistema,2026-03-05 02:09:12,2026-03-05 02:09:12
300029,196,Auto-Sync de Revisões no Startup,"Automatização da inserção de revisões no banco de dados. Ao iniciar o servidor, o sistema compara o changelog em código com as revisões no banco e insere automaticamente as que faltam. Não é mais necessário inserir revisões manualmente no banco.",melhoria,Sistema,Sistema,2026-03-05 02:09:12,2026-03-05 02:09:12
300030,197,Otimização de Performance + Reforço de Segurança,"Cache em memória com TTL de 5 min para dados estáticos (empresas, obras, funções). Rate limiting na API (200 req/min) e autenticação (20 req/min) contra brute force. Headers de segurança HTTP: X-Frame-Options, X-Content-Type-Options, HSTS, Referrer-Policy, Permissions-Policy. Proteção contra clickjacking, MIME sniffing e XSS.",seguranca,Sistema,Sistema,2026-03-05 02:44:35,2026-03-05 02:44:35
300031,198,Backup Automatizado + Aniversários de Empresa + Raio-X Clicável,Backup automático diário do banco de dados às 03:00 (Brasília) com export JSON comprimido para S3 e notificação por e-mail/plataforma. Backup manual disponível em Configurações > Backup do Banco. Histórico de backups com download. Aniversários de empresa (anos de casa) na tela inicial. Aniversariantes clicáveis abrindo Raio-X do funcionário.,feature,"Sistema,RH & DP",Sistema,2026-03-05 03:03:52,2026-03-05 03:03:52
330001,199,Módulo de Contratos CLT (Experiência e Indeterminado),"Geração automática de contratos CLT (Experiência 30+30 ou 45+45 dias, e Indeterminado) com placeholders preenchidos automaticamente a partir do cadastro do funcionário. Valor por extenso calculado automaticamente. Horário de trabalho puxado do cadastro. Templates com LGPD, sigilo e segurança. Impressão em formato A4. Upload de contrato assinado (PDF/foto). Prorrogar e efetivar com um clique. Histórico completo na aba Contratos CLT do Raio-X do funcionário.",feature,RH & DP,Sistema,2026-03-05 08:02:02,2026-03-05 08:02:02
